TotalBudget,ExperienceRating,AmountPaid,BalanceAmount,projAgeYrs,logAnnualBudget,paymentRatio,deptActive,statusProjEnc,dept_Agriculture,dept_Education,dept_Energy,dept_Health,dept_Infrastructure,dept_Water & Sanitation,ptype_Bridge,ptype_Dam,ptype_Flyover,ptype_Grid Station,ptype_Hospital,ptype_Irrigation Canal,ptype_Road Construction,ptype_Rural Health Centre,ptype_School Building,ptype_Solar Plant,ptype_University Building,ptype_Water Treatment Plant,loc_Abbottabad,loc_Bahawalpur,loc_Dera Ghazi Khan,loc_Faisalabad,loc_Gujranwala,loc_Gwadar,loc_Hyderabad,loc_Islamabad,loc_Karachi,loc_Lahore,loc_Mardan,loc_Multan,loc_Peshawar,loc_Quetta,loc_Rawalpindi,loc_Sargodha,loc_Sialkot,loc_Sukkur,loc_Swat,loc_Turbat,CompanyName,CompanyEncoded,SimilarProjectCost
2065.49,1.92,1681.78,383.71,6.0,5.8414,0.8142,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Izhar Construction,5,2235.49
1128.59,2.58,1079.67,48.91,4.88,5.4436,0.9567,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zahir Khan & Brothers,11,1895.95
2069.76,1.51,1058.31,1011.45,8.08,5.5458,0.5113,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Descon Engineering,3,2069.76
3052.35,3.91,2465.56,586.79,7.93,5.953,0.8078,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Giga Construction,13,2128.58
5065.12,2.2,2819.58,2245.55,3.09,7.402,0.5567,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nespak,2,2462.535
505.88,1.53,264.82,241.05,12.84,3.6737,0.5235,1,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Habib Construction,4,2094.59
1196.4,1.74,622.74,573.66,5.62,5.3607,0.5205,1,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Descon Engineering,3,2849.65
1613.16,2.31,1034.26,578.9,4.74,5.8299,0.6411,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Frontier Works Organization,0,3321.14
4645.87,4.18,1502.21,3143.66,12.4,5.926,0.3233,1,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Zahir Khan & Brothers,11,3609.74
975.5,3.82,601.89,373.61,5.38,5.2003,0.617,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,SMS Infrastructure,12,1418.58
5162.6,2.41,1094.29,4068.31,2.03,7.8412,0.212,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,SMS Infrastructure,12,1615.0700000000002
3474.82,3.22,1176.29,2298.53,5.49,6.4504,0.3385,1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Techno Construction,14,5622.72
1016.53,2.54,338.34,678.19,10.31,4.591,0.3328,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,M/S Tariq Builders,8,5600.39
1551.61,3.25,1181.15,370.46,2.58,6.3993,0.7612,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Zahir Khan & Brothers,11,1918.36
390.65,4.53,115.85,274.8,3.28,4.78,0.2966,1,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Izhar Construction,5,2030.065
1465.57,3.21,787.75,677.82,10.78,4.9123,0.5375,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Izhar Construction,5,2127.78
2958.11,3.75,752.76,2205.36,13.13,5.4174,0.2545,1,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,SMS Infrastructure,12,1418.58
581.9,4.89,274.75,307.16,14.32,3.7046,0.4722,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,China State Construction,6,1243.475
2095.94,2.42,152.83,1943.1,16.97,4.8163,0.0729,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,China State Construction,6,2094.59
1193.69,1.58,161.57,1032.12,7.22,5.108,0.1354,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Techno Construction,14,1398.1
3481.26,4.19,862.58,2618.68,5.83,6.3921,0.2478,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Techno Construction,14,2849.65
3815.36,3.14,3485.54,329.81,8.4,6.1186,0.9136,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M/S Tariq Builders,8,1895.95
288.95,2.76,197.85,91.1,16.59,2.8574,0.6847,1,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Techno Construction,14,1562.55
1165.31,1.86,71.18,1094.13,12.0,4.5758,0.0611,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Giga Construction,13,955.26
693.73,3.25,639.63,54.09,13.05,3.9733,0.922,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Izhar Construction,5,924.41
1713.66,3.71,125.5,1588.16,5.81,5.6868,0.0732,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Habib Construction,4,1593.21
988.5,4.15,222.47,766.03,3.37,5.6813,0.2251,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,M/S Tariq Builders,8,2083.64
1862.78,4.99,1030.99,831.79,5.04,5.9124,0.5535,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Izhar Construction,5,1417.28
3020.92,3.53,729.46,2291.46,11.38,5.5815,0.2415,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Frontier Works Organization,0,2128.58
7781.06,1.77,4100.13,3680.93,11.3,6.5346,0.5269,1,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Habib Construction,4,5182.99
2302.41,3.96,727.81,1574.61,13.72,5.1229,0.3161,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Habib Construction,4,783.73
3633.77,2.08,2588.57,1045.2,10.7,5.8278,0.7124,1,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SMS Infrastructure,12,1885.895
2666.69,4.72,761.72,1904.97,2.22,7.0911,0.2856,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Frontier Works Organization,0,1118.585
1411.36,4.69,1288.64,122.71,9.4,5.0116,0.9131,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Techno Construction,14,4108.48
3004.25,3.48,892.53,2111.73,7.32,6.0172,0.2971,1,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,M/S Tariq Builders,8,4812.1900000000005
1292.2,3.89,293.22,998.99,10.19,4.8427,0.2269,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Descon Engineering,3,1530.82
674.11,3.3,299.2,374.92,10.62,4.1507,0.4438,1,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M/S Tariq Builders,8,1176.92
1507.93,2.33,306.7,1201.23,3.3,6.1246,0.2034,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Descon Engineering,3,2419.14
2322.99,2.43,2041.0,282.0,11.43,5.3144,0.8786,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zahir Khan & Brothers,11,2520.91
2049.28,3.86,1970.09,79.19,12.38,5.1092,0.9614,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,National Logistics Cell,1,3228.64
1441.53,4.5,727.96,713.57,5.35,5.5964,0.505,1,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nespak,2,1441.53
3357.46,4.79,713.62,2643.85,16.04,5.3439,0.2125,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Al-Shafi Construction,9,2378.73
1041.65,2.45,818.7,222.95,15.14,4.2312,0.786,1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Descon Engineering,3,1339.58
1124.02,4.77,1080.43,43.59,15.47,4.2858,0.9612,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Zahir Khan & Brothers,11,3002.415
2432.63,4.37,2305.81,126.82,6.04,5.9983,0.9479,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Al-Shafi Construction,9,2363.88
1121.78,2.71,120.52,1001.25,16.83,4.1995,0.1074,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Izhar Construction,5,1531.8
2219.92,2.82,2137.08,82.83,14.24,5.0492,0.9627,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,SMS Infrastructure,12,2387.99
1052.7,2.49,121.23,931.46,14.31,4.2982,0.1152,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Nespak,2,2058.915
2981.17,1.72,1149.39,1831.78,9.25,5.7754,0.3855,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Giga Construction,13,3496.105
2724.32,4.62,2197.59,526.73,7.85,5.8495,0.8067,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Saif Group,10,4092.39
577.29,1.6,270.29,307.0,11.4,3.9247,0.4682,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Habib Construction,4,2363.88
2451.0,2.17,1757.75,693.25,16.39,5.0076,0.7172,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M/S Tariq Builders,8,1806.63
2715.45,3.34,2020.76,694.69,8.53,5.7631,0.7442,1,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Al-Shafi Construction,9,1673.625
2299.8,2.12,867.25,1432.55,7.74,5.6942,0.3771,1,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,China State Construction,6,2772.84
1678.72,1.6,1178.57,500.15,13.08,4.8547,0.7021,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Izhar Construction,5,3228.64
1397.14,1.96,447.96,949.17,8.62,5.0881,0.3206,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Al-Shafi Construction,9,2127.78
2386.57,3.67,1147.4,1239.17,12.79,5.2289,0.4808,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Saif Group,10,2363.88
1164.63,2.02,1065.45,99.18,8.85,4.8797,0.9148,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,China State Construction,6,2094.59
1416.59,4.49,108.02,1308.57,9.02,5.0566,0.0763,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Techno Construction,14,1416.59
1564.38,4.87,1481.43,82.95,6.6,5.4682,0.947,1,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,China State Construction,6,2272.475
6751.44,2.66,4636.85,2114.59,3.18,7.6606,0.6868,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Zahir Khan & Brothers,11,2860.6099999999997
1920.81,4.58,1820.96,99.85,2.29,6.732,0.948,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,M/S Tariq Builders,8,2667.26
2392.88,2.06,219.48,2173.41,4.2,6.3452,0.0917,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FWO-CCECC JV,7,2094.59
4080.37,1.91,3407.49,672.88,4.01,6.9252,0.8351,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,China State Construction,6,2095.425
1968.61,1.81,1572.45,396.16,15.62,4.8365,0.7988,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Frontier Works Organization,0,1968.61
4562.84,2.82,4322.76,240.08,10.51,6.0734,0.9474,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nespak,2,4529.38
929.52,3.95,870.57,58.95,5.87,5.0648,0.9366,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,China State Construction,6,1919.855
3502.8,4.18,859.86,2642.94,3.88,6.8055,0.2455,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,National Logistics Cell,1,1653.0700000000002
1524.59,3.65,965.0,559.59,15.09,4.6154,0.633,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Habib Construction,4,2446.65
1371.7,4.07,1173.9,197.8,5.1,5.5946,0.8558,1,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Techno Construction,14,1251.17
2204.84,1.5,1027.85,1176.99,6.45,5.8343,0.4662,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Zahir Khan & Brothers,11,3609.74
2550.29,3.74,686.5,1863.79,5.51,6.1374,0.2692,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Techno Construction,14,1869.27
1158.59,1.94,812.55,346.04,10.9,4.6662,0.7013,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Descon Engineering,3,4812.1900000000005
1402.78,4.83,768.99,633.79,9.7,4.9741,0.5482,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,China State Construction,6,2508.915
1320.48,4.46,475.33,845.15,9.35,4.9504,0.36,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,National Logistics Cell,1,1660.79
6820.44,3.35,3876.88,2943.57,11.07,6.4234,0.5684,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nespak,2,3321.14
3839.0,3.07,3324.18,514.82,4.56,6.7356,0.8659,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Al-Shafi Construction,9,3391.385
1303.3,2.4,360.26,943.03,7.66,5.1366,0.2764,1,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Saif Group,10,2860.6099999999997
864.98,2.33,624.67,240.31,11.96,4.2811,0.7222,1,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Zahir Khan & Brothers,11,5182.99
1255.73,2.73,906.76,348.97,15.12,4.4195,0.7221,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Al-Shafi Construction,9,1355.96
3516.64,1.93,2578.84,937.8,5.52,6.4569,0.7333,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,FWO-CCECC JV,7,2670.98
1200.38,3.09,102.5,1097.89,9.4,4.8497,0.0854,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Al-Shafi Construction,9,2974.96
1526.43,4.31,502.29,1024.14,16.99,4.4981,0.3291,1,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Saif Group,10,2122.5
5434.57,1.77,362.85,5071.72,10.09,6.289,0.0668,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,SMS Infrastructure,12,2338.24
3939.82,3.36,2909.76,1030.06,14.74,5.5883,0.7386,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,China State Construction,6,5772.795
2610.05,4.98,555.01,2055.04,8.05,5.7815,0.2126,1,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Izhar Construction,5,2610.05
3079.94,1.61,543.71,2536.23,4.81,6.462,0.1765,1,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,FWO-CCECC JV,7,1411.68
5855.28,2.39,2955.3,2899.98,7.58,6.6496,0.5047,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,China State Construction,6,1869.27
803.32,2.48,701.76,101.56,8.9,4.5027,0.8736,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Frontier Works Organization,0,803.32
2273.78,3.58,558.01,1715.78,6.78,5.8152,0.2454,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,National Logistics Cell,1,1968.61
2014.61,1.81,289.85,1724.76,7.4,5.6067,0.1439,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Giga Construction,13,2069.76
1420.96,2.23,166.89,1254.07,14.63,4.576,0.1174,1,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,National Logistics Cell,1,1599.855
975.92,4.74,764.84,211.07,13.51,4.2799,0.7837,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nespak,2,3156.035
1302.98,1.87,389.83,913.15,15.97,4.4017,0.2992,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Saif Group,10,1989.33
948.42,2.17,601.52,346.9,12.61,4.3203,0.6342,1,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,China State Construction,6,924.41
1989.48,4.69,1124.68,864.8,10.68,5.2273,0.5653,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,M/S Tariq Builders,8,2387.99
1434.45,4.53,1059.59,374.86,11.76,4.8038,0.7387,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Zahir Khan & Brothers,11,1154.22
785.25,3.12,166.32,618.93,3.29,5.4751,0.2118,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Giga Construction,13,1092.88
9358.82,3.86,2126.66,7232.16,15.76,6.3866,0.2272,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Techno Construction,14,3049.63
229.15,4.65,211.97,17.18,7.11,3.4729,0.925,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Saif Group,10,783.73
10000.0,4.21,8400.07,1599.93,16.42,6.4118,0.84,1,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,National Logistics Cell,1,4619.85
8110.31,3.06,1473.68,6636.64,7.76,6.9519,0.1817,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Saif Group,10,4108.48
1843.48,4.88,1244.37,599.12,13.17,4.9415,0.675,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FWO-CCECC JV,7,5182.99
3457.37,3.71,698.95,2758.41,2.33,7.3024,0.2022,1,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FWO-CCECC JV,7,1928.63
5146.22,4.33,3467.4,1678.82,9.89,6.2545,0.6738,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,National Logistics Cell,1,2003.58
560.48,2.6,72.0,488.48,10.43,3.9841,0.1285,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SMS Infrastructure,12,2069.76
